Code,organization_label (en),REF URL organization_label (en),RET DAT organization_label (en),description (en),alias (en),instance of (P31),REF URL instance of (P31),RET DAT instance of (P31),located at street address (P6375),REF URL located at street address (P6375),RET DAT located at street address (P6375),city (P131),REF URL city (P131),RET DAT city (P131),county (P131),REF URL county (P131),RET DAT county (P131),state (P131),REF URL state (P131),RET DAT state (P131),country (P17),REF URL country (P17),RET DAT country (P17),coordinate location (P625),REF URL coordinate location (P625),RET DAT coordinate location (P625),phone number (P1329),REF URL phone number (P1329),RET DAT phone number (P1329),email address (P968),REF URL email address (P968),RET DAT email address (P968),official website (P856),REF URL official website (P856),RET DAT official website (P856),inception (P571),REF URL inception (P571),RET DAT inception (P571),"dissolved, abolished or demolished (P576)","REF URL dissolved, abolished or demolished (P576)","RET DAT dissolved, abolished or demolished (P576)",parent organization (P749),REF URL parent organization (P749),RET DAT parent organization (P749),subsidiaries (P355),REF URL subsidiaries (P355),RET DAT subsidiaries (P355),PO Box (P2918),REF URL PO Box (P2918),RET DAT PO Box (P2918),Postal Code (P281),REF URL Postal Code (P281),RET DAT Postal Code (P281),Facebook ID (P2013),REF URL Facebook ID (P2013),RET DAT Facebook ID (P2013)," Source Notes"," Internal Notes",QC
1685,Besharat Museum Gallery,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"museum in Atlanta, Georgia, USA",,museum,https://web.archive.org/web/20200721191749/http://atlanta.besharatgallery.com/,2020-07-21,"163 Peters Street SW, Atlanta, GA 30313",https://web.archive.org/web/20200721191749/http://atlanta.besharatgallery.com/,2020-07-21,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.749973, -84.398927","https://www.google.com/maps/place/Besharat+Contemporary/@33.749976,-84.3990895,21z",2020-07-21,+1-404-524-4781,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,mailto:aseneth@besharatgallery.com,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,http://atlanta.besharatgallery.com/,https://web.archive.org/web/20200721191749/http://atlanta.besharatgallery.com/,2020-07-21,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1686,Blue Heron Nature Preserve,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"nature center in Atlanta, Georgia, USA",,nature center,https://web.archive.org/web/20200721200613/https://bhnp.org/,2020-07-21,"4055 Roswell Road NE, Atlanta, GA 30342",https://web.archive.org/web/20200721200613/https://bhnp.org/,2020-07-21,"Atlanta ",https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.865822, -84.379874","https://www.google.com/maps/place/4055+Roswell+Rd+NE,+Atlanta,+GA+30342/@33.8658196,-84.3820616,17z",2020-07-21,+1-404-946-6394,https://web.archive.org/web/20200721200921/https://bhnp.org/contact,2020-07-21,mailto:sallye@bhnp.org,https://web.archive.org/web/20200721200921/https://bhnp.org/contact,2020-07-21,www.bhnp.org,https://web.archive.org/web/20200721200613/https://bhnp.org/,2020-07-21,,,,"","","",,,,,,,,,,,,,bhnpatlanta,https://web.archive.org/web/20200721203807/https://www.facebook.com/bhnpatlanta/,2020-07-21,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1687,Blue Ridge Community Theater,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"theater in Blue Ridge, Georgia, USA",,theater,https://web.archive.org/web/20200721203954/https://blueridgecommunitytheater.com/,2020-07-21,"2591 East 1st Street, Blue Ridge, GA 30513",https://web.archive.org/web/20200721203954/https://blueridgecommunitytheater.com/,2020-07-21,Blue Ridge,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fannin County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"34.857421, -84.329756","https://www.google.com/maps/place/Blue+Ridge+Community+Theater/@34.8575458,-84.3299776,21z",2020-07-21,+1-706-632-9191,https://web.archive.org/web/20200721203954/https://blueridgecommunitytheater.com/,2020-07-21,mailto:info@blueridgecommunitytheater.com,https://web.archive.org/web/20200721203954/https://blueridgecommunitytheater.com/,2020-07-21,blueridgecommunitytheater.com,https://web.archive.org/web/20200721203954/https://blueridgecommunitytheater.com/,2020-07-21,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1688,Bridge Da Gap Movement,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Smyrna, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200721205121/https://bridgedagap.com/,2020-07-21,"4480 South Cobb Drive, #H202, Smyrna, GA 30080",https://web.archive.org/web/20200721204847/https://bridgedagap.com/contact-2/,2020-07-21,Smyrna,https://web.archive.org/web/20200721204847/https://bridgedagap.com/contact-2/,2020-07-21,Cobb County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-07-21,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.843474, -84.504466","https://www.google.com/maps/place/4480+S+Cobb+Dr+SE+H202,+Smyrna,+GA+30080/@33.8434719,-84.504603,21z",2020-07-21,+1-800-935-0431,https://web.archive.org/web/20200721204847/https://bridgedagap.com/contact-2/,2020-07-21,mailto:info@bridgedagap.org,https://web.archive.org/web/20200721204847/https://bridgedagap.com/contact-2/,2020-07-21,www.bridgedagap.org,https://web.archive.org/web/20200721205121/https://bridgedagap.com/,2020-07-21,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1689,Bulgarian American Cultural Association Rosa Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"dance studio in Atlanta, Georgia, USA",,dance studio,https://web.archive.org/web/20200721212033/http://www.rosaatlanta.org/,2020-07-21,"2861 Henderson Mill Road, Atlanta, GA, 30341",https://web.archive.org/web/20200721212033/http://www.rosaatlanta.org/,2020-07-21,Atlanta,https://web.archive.org/web/20200721212033/http://www.rosaatlanta.org/,2020-07-21,Fulton County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-07-21,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.870050, -84.250262","https://www.google.com/maps/place/2861+Henderson+Mill+Rd,+Atlanta,+GA+30341/@33.8700614,-84.2504065,21z",2020-07-21,+1-404-545-2582,https://web.archive.org/web/20200721212033/http://www.rosaatlanta.org/,2020-07-21,mailto:bggrouprosa@gmail.com,https://web.archive.org/web/20200721212536/http://www.rosaatlanta.org/contact,2020-07-21,http://www.rosaatlanta.org/,https://web.archive.org/web/20200721212033/http://www.rosaatlanta.org/,2020-07-21,,,,"","","",,,,,,,,,,,,,rosa.atlanta,https://web.archive.org/web/20200721212647/https://www.facebook.com/rosa.atlanta/,2020-07-21,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1690,BURNAWAY,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"online magazine in Georgia, USA",,online magazine,https://web.archive.org/web/20200722150124/https://burnaway.org/,2020-07-22,"928 Ponce de Leon Avenue NE, Suite 300, Atlanta, GA 30306",https://web.archive.org/web/20200722150418/https://burnaway.org/about/,2020-07-22,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.774117, -84.357102","https://www.google.com/maps/place/Burnaway/@33.7741127,-84.357647,19z",2020-07-22,+1-404-602-9513,https://web.archive.org/web/20200722150418/https://burnaway.org/about/,2020-07-22,mailto:info@burnaway.org,https://web.archive.org/web/20200722150418/https://burnaway.org/about/,2020-07-22,www.burnaway.org,https://web.archive.org/web/20200722150124/https://burnaway.org/,2020-07-22,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1691,Callanwolde Foundation,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200723195028/https://callanwolde.org/about-callanwolde/,2020-07-23,"980 Briarcliff Road NE, Atlanta, GA 30306",https://web.archive.org/web/20200723195028/https://callanwolde.org/about-callanwolde/,2020-07-23,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,DeKalb County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.781843, -84.345085","https://www.google.com/maps/place/Callanwolde+Fine+Arts+Center/@33.7818415,-84.3472737,17z",2020-07-23,+1-404-872-5338,https://web.archive.org/web/20200723195028/https://callanwolde.org/about-callanwolde/,2020-07-23,mailto:info@callanwolde.org,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,https://callanwolde.org/about-callanwolde/,https://web.archive.org/web/20200723195028/https://callanwolde.org/about-callanwolde/,2020-07-23,,,,"","","",,,,Callanwolde Fine Arts Center,https://web.archive.org/web/20200723200329/https://callanwolde.org/,2020-07-23,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1692,Canopy Studio,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts centre in Athens, Georgia, USA",,arts centre,https://web.archive.org/web/20200723200758/http://canopystudio.org/,2020-07-23,"160-6 Tracy Street, Athens, GA 30601",https://web.archive.org/web/20200723200758/http://canopystudio.org/,2020-07-23,Athens,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Clarke County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.969324, -83.390145","https://www.google.com/maps/place/Canopy+Studio/@33.9692577,-83.3905944,20z",2020-07-23,+1-706-549-8501,https://web.archive.org/web/20200723200758/http://canopystudio.org/,2020-07-23,mailto:info@canopystudio.org,https://web.archive.org/web/20200723200758/http://canopystudio.org/,2020-07-23,www.canopystudio.org,https://web.archive.org/web/20200723200758/http://canopystudio.org/,2020-07-23,,,,"","","",,,,,,,,,,,,,canopytrapezestudio,https://web.archive.org/web/20200723201552/https://www.facebook.com/canopytrapezestudio/,2020-07-23,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1693,Carrollton Center for the Arts,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts centre in Carrollton, Georgia, USA",Carrollton Cultural Arts Center,arts centre,https://web.archive.org/web/20200723201819/https://carrolltonarts.com/,2020-07-23,"251 Alabama Street, Carrollton, GA 30117",https://web.archive.org/web/20200723201819/https://carrolltonarts.com/,2020-07-23,Carrollton,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Carroll County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.580811, -85.076721","https://www.google.com/maps/place/Carrollton+Center+for+the+Arts/@33.580924,-85.0768897,21z",2020-07-23,+1-770-838-1083,https://web.archive.org/web/20200723201819/https://carrolltonarts.com/,2020-07-23,mailto:tchapman@carrollton-ga.gov,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,www.carrolltonarts.org,https://web.archive.org/web/20200723201819/https://carrolltonarts.com/,2020-07-23,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1694,Cedartown Civic Auditorium,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts centre in Cedartown, Georgia, USA",,arts centre,https://web.archive.org/web/20200723204850/https://cedartownshows.com/,2020-07-23,"205 East Avenue, Cedartown, GA 30125",https://web.archive.org/web/20200723204850/https://cedartownshows.com/,2020-07-23,Cedartown,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Polk County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"34.015029, -85.252433","https://www.google.com/maps/place/Cedartown+Performing+Arts+Center/@34.0150639,-85.2525034,21z",2020-07-23,+1-770-748-4168,https://web.archive.org/web/20200723204850/https://cedartownshows.com/,2020-07-23,mailto:oguzman@cedartownshows.com,https://web.archive.org/web/20200723204850/https://cedartownshows.com/,2020-07-23,www.cedartownshows.com,https://web.archive.org/web/20200723204850/https://cedartownshows.com/,2020-07-23,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1695,Cherokee County Art Center,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts centre in Canton, Georgia, USA",,arts centre,https://web.archive.org/web/20200723210412/http://cherokeearts.org/,2020-07-23,"94 North Street, Canton, GA 30114",https://web.archive.org/web/20200723210412/http://cherokeearts.org/,2020-07-23,Canton,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Cherokee County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"34.238531, -84.490304","https://www.google.com/maps/place/94+North+St,+Canton,+GA+30114/@34.238529,-84.490439,21z",2020-07-23,+1-770-704-6244,https://web.archive.org/web/20200723210412/http://cherokeearts.org/,2020-07-23,mailto:info@cherokeearts.org,https://web.archive.org/web/20200723210412/http://cherokeearts.org/,2020-07-23,http://www.cherokeearts.org,https://web.archive.org/web/20200723210412/http://cherokeearts.org/,2020-07-23,,,,"","","",,,,,,,,,,,,,cherokee.arts,https://web.archive.org/web/20200723210957/https://www.facebook.com/cherokee.arts,2020-07-23,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1696,Chestatee Artists,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Dahlonega, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200724155212/http://www.chestateeartists.org/,2020-07-24,,,,Dahlonega,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Lumpkin County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-706-867-8059,https://web.archive.org/web/20200724163918/https://www.facebook.com/ChestateeArtists/,2020-07-24,mailto:chestatee.artists@gmail.com,https://web.archive.org/web/20200724165507/http://www.chestateeartists.org/contact-us.php,2020-07-24,www.chestateeartists.org,https://web.archive.org/web/20200724155212/http://www.chestateeartists.org/,2020-07-24,,,,"","","",,,,,,,572,https://web.archive.org/web/20200724165507/http://www.chestateeartists.org/contact-us.php,2020-07-24,30533,https://web.archive.org/web/20200724165507/http://www.chestateeartists.org/contact-us.php,2020-07-24,ChestateeArtists,https://web.archive.org/web/20200724163918/https://www.facebook.com/ChestateeArtists/,2020-07-24,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1697,ChopArt,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200724171925/http://www.chopart.co/,2020-07-24,,,,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-404-889-9432,https://web.archive.org/web/20200724170031/https://www.facebook.com/heychopart/,2020-07-24,mailto:info@chopart.org,https://web.archive.org/web/20200724171818/https://www.facebook.com/heychopart/about/?ref=page_internal,2020-07-24,www.chopart.org,https://web.archive.org/web/20200724171925/http://www.chopart.co/,2020-07-24,2010,https://web.archive.org/web/20200724171818/https://www.facebook.com/heychopart/about/?ref=page_internal,2020-07-24,"","","",,,,,,,,,,,,,heychopart,https://web.archive.org/web/20200724170031/https://www.facebook.com/heychopart/,2020-07-24,"","Data set supplied via email by the Director of Georgia Council for the Arts",
